# Experimental sample (obstacle trajectories) - time in milliseconds, distance in meters
# (NaN measurements indicate the corresponding object is outside the working space)
#   t | obj1_x  obj1_y  | obj2_x  obj2_y  | obj3_x  obj3_y  | obj4_x  obj4_y | robot_x robot_y
    0   2.8900  1.3603       NaN     NaN       NaN     NaN    2.1245  0.8501    0.8498  0.0004
   10   2.8806  1.3922       NaN     NaN       NaN     NaN    2.1251  0.8501    0.8493  0.0068
   20   2.8708  1.4229       NaN     NaN       NaN     NaN    2.1248  0.8501    0.8495  0.0138
   30   2.8608  1.4549       NaN     NaN       NaN     NaN    2.1252  0.8502    0.8487  0.0207
   40   2.8506  1.4852       NaN     NaN       NaN     NaN    2.1254  0.8501    0.8483  0.0270
   50   2.8416  1.5158       NaN     NaN       NaN     NaN    2.1254  0.8496    0.8484  0.0342
   60   2.8314  1.5463       NaN     NaN       NaN     NaN    2.1254  0.8504    0.8487  0.0402
   70   2.8220  1.5766       NaN     NaN       NaN     NaN    2.1248  0.8496    0.8489  0.0477
   80   2.8121  1.6059       NaN     NaN       NaN     NaN    2.1247  0.8500    0.8489  0.0543
   90   2.8031  1.6347       NaN     NaN       NaN     NaN    2.1249  0.8504    0.8490  0.0603
  100   2.7933  1.6638       NaN     NaN       NaN     NaN    2.1253  0.8495    0.8488  0.0673
  110   2.7836  1.6928       NaN     NaN       NaN     NaN    2.1250  0.8502    0.8491  0.0736
  120   2.7744  1.7212       NaN     NaN       NaN     NaN    2.1247  0.8501    0.8495  0.0808
  130   2.7655  1.7492       NaN     NaN       NaN     NaN    2.1251  0.8502    0.8494  0.0865
  140   2.7554  1.7772       NaN     NaN       NaN     NaN    2.1249  0.8503    0.8500  0.0940
  150   2.7464  1.8046       NaN     NaN       NaN     NaN    2.1245  0.8496    0.8503  0.1005
  160   2.7378  1.8308       NaN     NaN       NaN     NaN    2.1248  0.8497    0.8512  0.1069
  170   2.7279  1.8576       NaN     NaN       NaN     NaN    2.1249  0.8497    0.8513  0.1127
  180   2.7194  1.8840       NaN     NaN       NaN     NaN    2.1250  0.8498    0.8518  0.1191
  190   2.7099  1.9102       NaN     NaN       NaN     NaN    2.1252  0.8500    0.8523  0.1260
  200   2.7010  1.9361       NaN     NaN       NaN     NaN    2.1246  0.8498    0.8538  0.1326
  210   2.6914  1.9617       NaN     NaN       NaN     NaN    2.1253  0.8496    0.8540  0.1389
  220   2.6831  1.9873       NaN     NaN       NaN     NaN    2.1248  0.8500    0.8555  0.1451
  230   2.6742  2.0119       NaN     NaN       NaN     NaN    2.1254  0.8498    0.8562  0.1517
  240   2.6650  2.0360       NaN     NaN       NaN     NaN    2.1251  0.8499    0.8567  0.1587
  250   2.6562  2.0605       NaN     NaN       NaN     NaN    2.1250  0.8502    0.8582  0.1652
  260   2.6468  2.0842       NaN     NaN       NaN     NaN    2.1252  0.8500    0.8586  0.1712
  270   2.6385  2.1081       NaN     NaN       NaN     NaN    2.1250  0.8503    0.8600  0.1772
  280   2.6293  2.1315       NaN     NaN       NaN     NaN    2.1250  0.8504    0.8609  0.1837
  290   2.6206  2.1541       NaN     NaN       NaN     NaN    2.1251  0.8496    0.8623  0.1903
  300   2.6122  2.1770       NaN     NaN       NaN     NaN    2.1252  0.8501    0.8638  0.1967
  310   2.6031  2.1993       NaN     NaN       NaN     NaN    2.1247  0.8501    0.8651  0.2029
  320   2.5945  2.2211       NaN     NaN       NaN     NaN    2.1250  0.8498    0.8665  0.2090
  330   2.5861  2.2431       NaN     NaN       NaN     NaN    2.1247  0.8502    0.8681  0.2156
  340   2.5776  2.2638       NaN     NaN       NaN     NaN    2.1252  0.8500    0.8704  0.2216
  350   2.5696  2.2847       NaN     NaN       NaN     NaN    2.1246  0.8495    0.8715  0.2273
  360   2.5609  2.3057       NaN     NaN       NaN     NaN    2.1250  0.8497    0.8733  0.2342
  370   2.5529  2.3262       NaN     NaN       NaN     NaN    2.1246  0.8500    0.8752  0.2402
  380   2.5439  2.3466       NaN     NaN       NaN     NaN    2.1245  0.8500    0.8771  0.2462
  390   2.5356  2.3656       NaN     NaN       NaN     NaN    2.1247  0.8500    0.8790  0.2519
  400   2.5279  2.3858       NaN     NaN       NaN     NaN    2.1248  0.8502    0.8801  0.2582
  410   2.5196  2.4041       NaN     NaN       NaN     NaN    2.1249  0.8498    0.8829  0.2643
  420   2.5114  2.4234       NaN     NaN       NaN     NaN    2.1248  0.8498    0.8845  0.2708
  430   2.5034  2.4417       NaN     NaN       NaN     NaN    2.1247  0.8498    0.8871  0.2772
  440   2.4955  2.4595       NaN     NaN       NaN     NaN    2.1252  0.8499    0.8890  0.2830
  450   2.4870  2.4777       NaN     NaN       NaN     NaN    2.1252  0.8499    0.8911  0.2889
  460   2.4790  2.4953       NaN     NaN       NaN     NaN    2.1253  0.8501    0.8937  0.2947
  470   2.4714  2.5128       NaN     NaN       NaN     NaN    2.1250  0.8502    0.8962  0.3012
  480   2.4629  2.5295       NaN     NaN       NaN     NaN    2.1245  0.8499    0.8983  0.3066
  490   2.4546  2.5455       NaN     NaN       NaN     NaN    2.1248  0.8496    0.9008  0.3127
  500   2.4476  2.5628       NaN     NaN       NaN     NaN    2.1246  0.8504    0.9032  0.3184
  510   2.4395  2.5780       NaN     NaN       NaN     NaN    2.1246  0.8499    0.9056  0.3250
  520   2.4315  2.5942       NaN     NaN       NaN     NaN    2.1250  0.8501    0.9088  0.3304
  530   2.4243  2.6094       NaN     NaN       NaN     NaN    2.1252  0.8501    0.9113  0.3363
  540   2.4162  2.6245       NaN     NaN       NaN     NaN    2.1246  0.8498    0.9135  0.3429
  550   2.4085  2.6393       NaN     NaN       NaN     NaN    2.1248  0.8502    0.9169  0.3478
  560   2.4010  2.6535       NaN     NaN       NaN     NaN    2.1251  0.8498    0.9198  0.3543
  570   2.3930  2.6667       NaN     NaN       NaN     NaN    2.1250  0.8495    0.9226  0.3599
  580   2.3859  2.6814       NaN     NaN       NaN     NaN    2.1248  0.8499    0.9251  0.3663
  590   2.3785  2.6943       NaN     NaN       NaN     NaN    2.1249  0.8497    0.9288  0.3713
  600   2.3708  2.7076       NaN     NaN       NaN     NaN    2.1247  0.8495    0.9318  0.3770
  610   2.3634  2.7205       NaN     NaN       NaN     NaN    2.1251  0.8501    0.9349  0.3829
  620   2.3554  2.7324       NaN     NaN       NaN     NaN    2.1251  0.8502    0.9383  0.3894
  630   2.3484  2.7450       NaN     NaN       NaN     NaN    2.1252  0.8499    0.9411  0.3951
  640   2.3415  2.7565       NaN     NaN       NaN     NaN    2.1245  0.8497    0.9451  0.4001
  650   2.3344  2.7683       NaN     NaN       NaN     NaN    2.1252  0.8504    0.9477  0.4056
  660   2.3268  2.7791       NaN     NaN       NaN     NaN    2.1246  0.8502    0.9516  0.4115
  670   2.3191  2.7908       NaN     NaN       NaN     NaN    2.1246  0.8496    0.9551  0.4176
  680   2.3123  2.8022       NaN     NaN       NaN     NaN    2.1248  0.8500    0.9588  0.4232
  690   2.3047  2.8132       NaN     NaN       NaN     NaN    2.1248  0.8502    0.9625  0.4284
  700   2.2981  2.8239       NaN     NaN       NaN     NaN    2.1252  0.8502    0.9660  0.4347
  710   2.2901  2.8353       NaN     NaN       NaN     NaN    2.1255  0.8496    0.9693  0.4396
  720   2.2830  2.8459       NaN     NaN       NaN     NaN    2.1246  0.8503    0.9739  0.4451
  730   2.2761  2.8567       NaN     NaN       NaN     NaN    2.1255  0.8497    0.9772  0.4512
  740   2.2690  2.8682       NaN     NaN       NaN     NaN    2.1252  0.8499    0.9819  0.4568
  750   2.2615  2.8789       NaN     NaN       NaN     NaN    2.1252  0.8503    0.9850  0.4621
  760   2.2547  2.8892       NaN     NaN       NaN     NaN    2.1249  0.8498    0.9893  0.4673
  770   2.2477  2.9000       NaN     NaN       NaN     NaN    2.1254  0.8498    0.9935  0.4732
  780   2.2407  2.9101       NaN     NaN       NaN     NaN    2.1250  0.8499    0.9977  0.4789
  790   2.2329  2.9208       NaN     NaN       NaN     NaN    2.1254  0.8503    1.0026  0.4837
  800   2.2256  2.9303       NaN     NaN       NaN     NaN    2.1251  0.8502    1.0067  0.4897
  810   2.2194  2.9409       NaN     NaN       NaN     NaN    2.1251  0.8500    1.0109  0.4953
  820   2.2121  2.9513       NaN     NaN       NaN     NaN    2.1251  0.8501    1.0147  0.5003
  830   2.2050  2.9613       NaN     NaN       NaN     NaN    2.1248  0.8504    1.0192  0.5060
  840   2.1980  2.9709       NaN     NaN       NaN     NaN    2.1252  0.8497    1.0240  0.5108
  850   2.1902  2.9811       NaN     NaN       NaN     NaN    2.1253  0.8497    1.0285  0.5166
  860   2.1838  2.9909       NaN     NaN       NaN     NaN    2.1253  0.8497    1.0332  0.5222
  870   2.1763  3.0014       NaN     NaN       NaN     NaN    2.1251  0.8502    1.0385  0.5275
  880   2.1695  3.0112       NaN     NaN       NaN     NaN    2.1252  0.8498    1.0434  0.5328
  890   2.1618  3.0208       NaN     NaN       NaN     NaN    2.1246  0.8496    1.0481  0.5378
  900   2.1557  3.0297       NaN     NaN       NaN     NaN    2.1254  0.8498    1.0527  0.5428
  910   2.1485  3.0392       NaN     NaN       NaN     NaN    2.1246  0.8498    1.0572  0.5485
  920   2.1410  3.0487       NaN     NaN       NaN     NaN    2.1249  0.8498    1.0631  0.5537
  930   2.1344  3.0580       NaN     NaN       NaN     NaN    2.1247  0.8499    1.0679  0.5590
  940   2.1267  3.0678       NaN     NaN       NaN     NaN    2.1249  0.8502    1.0727  0.5642
  950   2.1201  3.0769       NaN     NaN       NaN     NaN    2.1253  0.8503    1.0780  0.5689
  960   2.1134  3.0867       NaN     NaN       NaN     NaN    2.1252  0.8498    1.0833  0.5748
  970   2.1061  3.0956   -0.8478  2.5515       NaN     NaN    2.1253  0.8504    1.0888  0.5795
  980   2.0994  3.1047   -0.8373  2.5559       NaN     NaN    2.1254  0.8502    1.0937  0.5846
  990   2.0923  3.1142   -0.8266  2.5604       NaN     NaN    2.1253  0.8503    1.0991  0.5903
 1000   2.0853  3.1228   -0.8160  2.5647       NaN     NaN    2.1247  0.8504    1.1055  0.5953
 1010   2.0782  3.1321   -0.8054  2.5696       NaN     NaN    2.1249  0.8502    1.1108  0.5999
 1020   2.0709  3.1408   -0.7950  2.5742       NaN     NaN    2.1251  0.8498    1.1166  0.6055
 1030   2.0642  3.1498   -0.7843  2.5794       NaN     NaN    2.1254  0.8501    1.1226  0.6107
 1040   2.0575  3.1587   -0.7739  2.5840       NaN     NaN    2.1253  0.8495    1.1283  0.6149
 1050   2.0505  3.1668   -0.7635  2.5881       NaN     NaN    2.1252  0.8497    1.1344  0.6205
 1060   2.0432  3.1756   -0.7525  2.5931       NaN     NaN    2.1255  0.8498    1.1406  0.6256
 1070   2.0361  3.1844   -0.7425  2.5972       NaN     NaN    2.1247  0.8503    1.1471  0.6308
 1080   2.0292  3.1929   -0.7320  2.6019       NaN     NaN    2.1249  0.8505    1.1534  0.6350
 1090   2.0228  3.2018   -0.7209  2.6063       NaN     NaN    2.1248  0.8503    1.1596  0.6403
 1100   2.0158  3.2097   -0.7104  2.6105       NaN     NaN    2.1253  0.8497    1.1668  0.6458
 1110   2.0087  3.2178   -0.6997  2.6151       NaN     NaN    2.1252  0.8497    1.1733  0.6503
 1120   2.0017  3.2264   -0.6892  2.6188       NaN     NaN    2.1249  0.8497    1.1806  0.6554
 1130   1.9945  3.2345   -0.6793  2.6238       NaN     NaN    2.1249  0.8501    1.1871  0.6606
 1140   1.9881  3.2435   -0.6683  2.6276       NaN     NaN    2.1254  0.8496    1.1950  0.6659
 1150   1.9811  3.2514   -0.6578  2.6326       NaN     NaN    2.1251  0.8504    1.2014  0.6706
 1160   1.9743  3.2592   -0.6470  2.6368       NaN     NaN    2.1253  0.8504    1.2089  0.6757
 1170   1.9678  3.2681   -0.6371  2.6405       NaN     NaN    2.1250  0.8499    1.2162  0.6800
 1180   1.9602  3.2755   -0.6260  2.6443       NaN     NaN    2.1247  0.8502    1.2240  0.6848
 1190   1.9533  3.2838   -0.6158  2.6488       NaN     NaN    2.1248  0.8498    1.2317  0.6903
 1200   1.9471  3.2922   -0.6054  2.6528       NaN     NaN    2.1254  0.8503    1.2394  0.6953
 1210   1.9402  3.2994   -0.5951  2.6568       NaN     NaN    2.1249  0.8502    1.2471  0.7000
 1220   1.9330  3.3078   -0.5840  2.6611       NaN     NaN    2.1254  0.8496    1.2550  0.7043
 1230   1.9266  3.3155   -0.5738  2.6650       NaN     NaN    2.1252  0.8502    1.2634  0.7097
 1240   1.9192  3.3234   -0.5626  2.6690       NaN     NaN    2.1254  0.8495    1.2715  0.7140
 1250   1.9121  3.3313   -0.5527  2.6739       NaN     NaN    2.1247  0.8504    1.2797  0.7190
 1260   1.9055  3.3390   -0.5417  2.6775       NaN     NaN    2.1245  0.8503    1.2877  0.7240
 1270   1.8983  3.3466   -0.5313  2.6810       NaN     NaN    2.1249  0.8505    1.2964  0.7286
 1280   1.8923  3.3539   -0.5206  2.6853       NaN     NaN    2.1251  0.8497    1.3046  0.7336
 1290   1.8854  3.3620   -0.5106  2.6891       NaN     NaN    2.1253  0.8497    1.3129  0.7385
 1300   1.8785  3.3691   -0.4994  2.6931       NaN     NaN    2.1246  0.8500    1.3212  0.7427
 1310   1.8717  3.3770   -0.4892  2.6968       NaN     NaN    2.1253  0.8501    1.3304  0.7482
 1320   1.8648  3.3842   -0.4789  2.7005       NaN     NaN    2.1253  0.8500    1.3387  0.7527
 1330   1.8577  3.3917   -0.4681  2.7042       NaN     NaN    2.1250  0.8501    1.3478  0.7567
 1340   1.8514  3.3996   -0.4581  2.7081       NaN     NaN    2.1245  0.8504    1.3567  0.7617
 1350   1.8448  3.4066   -0.4473  2.7122       NaN     NaN    2.1250  0.8501    1.3652  0.7668
 1360   1.8377  3.4144   -0.4363  2.7159       NaN     NaN    2.1252  0.8499    1.3740  0.7716
 1370   1.8304  3.4218   -0.4263  2.7194       NaN     NaN    2.1248  0.8504    1.3836  0.7756
 1380   1.8240  3.4289   -0.4157  2.7237       NaN     NaN    2.1249  0.8497    1.3923  0.7808
 1390   1.8168  3.4359   -0.4054  2.7269       NaN     NaN    2.1252  0.8503    1.4009  0.7847
 1400   1.8108  3.4438   -0.3943  2.7304       NaN     NaN    2.1253  0.8501    1.4103  0.7892
 1410   1.8036  3.4513   -0.3836  2.7344       NaN     NaN    2.1251  0.8496    1.4190  0.7940
 1420   1.7974  3.4583   -0.3731  2.7382       NaN     NaN    2.1248  0.8503    1.4291  0.7987
 1430   1.7900  3.4652   -0.3627  2.7418       NaN     NaN    2.1249  0.8502    1.4383  0.8028
 1440   1.7833  3.4726   -0.3520  2.7445       NaN     NaN    2.1246  0.8497    1.4476  0.8072
 1450   1.7766  3.4801   -0.3420  2.7482       NaN     NaN    2.1247  0.8500    1.4567  0.8117
 1460   1.7703  3.4868   -0.3313  2.7518       NaN     NaN    2.1253  0.8502    1.4654  0.8165
 1470   1.7631  3.4937   -0.3209  2.7551       NaN     NaN    2.1250  0.8503    1.4750  0.8214
 1480   1.7562  3.5005   -0.3096  2.7582       NaN     NaN    2.1255  0.8500    1.4849  0.8249
 1490   1.7497  3.5081   -0.2999  2.7621       NaN     NaN    2.1249  0.8498    1.4942  0.8296
 1500   1.7433  3.5146   -0.2895  2.7650       NaN     NaN    2.1246  0.8499    1.5039  0.8339
 1510   1.7361  3.5221   -0.2786  2.7689       NaN     NaN    2.1255  0.8495    1.5129  0.8380
 1520   1.7298  3.5288   -0.2676  2.7719       NaN     NaN    2.1251  0.8497    1.5221  0.8431
 1530   1.7231  3.5357   -0.2572  2.7752       NaN     NaN    2.1252  0.8498    1.5319  0.8472
 1540   1.7162  3.5424   -0.2465  2.7783       NaN     NaN    2.1252  0.8501    1.5418  0.8514
 1550   1.7093  3.5501   -0.2363  2.7818       NaN     NaN    2.1246  0.8496    1.5512  0.8554
 1560   1.7027  3.5572   -0.2261  2.7850       NaN     NaN    2.1248  0.8498    1.5608  0.8602
 1570   1.6962  3.5638   -0.2154  2.7881       NaN     NaN    2.1250  0.8505    1.5705  0.8645
 1580   1.6889  3.5705   -0.2050  2.7916       NaN     NaN    2.1249  0.8501    1.5799  0.8686
 1590   1.6828  3.5771   -0.1944  2.7949       NaN     NaN    2.1247  0.8500    1.5889  0.8725
 1600   1.6757  3.5838   -0.1838  2.7980       NaN     NaN    2.1247  0.8499    1.5984  0.8766
 1610   1.6695  3.5915   -0.1731  2.8003       NaN     NaN    2.1250  0.8503    1.6079  0.8809
 1620   1.6620  3.5981   -0.1630  2.8035       NaN     NaN    2.1249  0.8502    1.6178  0.8846
 1630   1.6561  3.6050   -0.1524  2.8071       NaN     NaN    2.1252  0.8495    1.6269  0.8889
 1640   1.6489  3.6116   -0.1415  2.8095       NaN     NaN    2.1254  0.8503    1.6372  0.8931
 1650   1.6425  3.6185   -0.1308  2.8131       NaN     NaN    2.1251  0.8497    1.6468  0.8965
 1660   1.6358  3.6253   -0.1206  2.8154       NaN     NaN    2.1252  0.8498    1.6562  0.9011
 1670   1.6285  3.6317   -0.1100  2.8184       NaN     NaN    2.1254  0.8501    1.6651  0.9046
 1680   1.6225  3.6383   -0.0990  2.8214       NaN     NaN    2.1253  0.8504    1.6749  0.9083
 1690   1.6158  3.6452   -0.0883  2.8244       NaN     NaN    2.1246  0.8503    1.6840  0.9124
 1700   1.6083  3.6519   -0.0786  2.8273       NaN     NaN    2.1252  0.8498    1.6936  0.9166
 1710   1.6021  3.6586   -0.0680  2.8302       NaN     NaN    2.1247  0.8503    1.7028  0.9208
 1720   1.5953  3.6660   -0.0570  2.8331       NaN     NaN    2.1254  0.8495    1.7124  0.9242
 1730   1.5888  3.6728   -0.0469  2.8357       NaN     NaN    2.1255  0.8498    1.7223  0.9284
 1740   1.5825  3.6791   -0.0359  2.8381       NaN     NaN    2.1249  0.8495    1.7311  0.9315
 1750   1.5750  3.6854   -0.0257  2.8407       NaN     NaN    2.1248  0.8503    1.7407  0.9358
 1760   1.5690  3.6926   -0.0152  2.8442       NaN     NaN    2.1255  0.8500    1.7501  0.9389
 1770   1.5621  3.6992   -0.0040  2.8460       NaN     NaN    2.1255  0.8502    1.7589  0.9432
 1780   1.5553  3.7058    0.0064  2.8491       NaN     NaN    2.1249  0.8504    1.7685  0.9468
 1790   1.5486  3.7133    0.0171  2.8518       NaN     NaN    2.1251  0.8497    1.7775  0.9502
 1800   1.5418  3.7191    0.0267  2.8548       NaN     NaN    2.1253  0.8501    1.7867  0.9536
 1810   1.5355  3.7261    0.0374  2.8571       NaN     NaN    2.1247  0.8499    1.7950  0.9577
 1820   1.5288  3.7331    0.0481  2.8598       NaN     NaN    2.1247  0.8501    1.8047  0.9614
 1830   1.5222  3.7397    0.0586  2.8630       NaN     NaN    2.1250  0.8504    1.8130  0.9644
 1840   1.5151  3.7467    0.0690  2.8657       NaN     NaN    2.1251  0.8495    1.8218  0.9680
 1850   1.5091  3.7527    0.0792  2.8676       NaN     NaN    2.1245  0.8498    1.8311  0.9720
 1860   1.5021  3.7599    0.0899  2.8713       NaN     NaN    2.1246  0.8503    1.8395  0.9752
 1870   1.4956  3.7664    0.1008  2.8735       NaN     NaN    2.1250  0.8496    1.8485  0.9788
 1880   1.4886  3.7731    0.1112  2.8761       NaN     NaN    2.1245  0.8496    1.8569  0.9819
 1890   1.4824  3.7801    0.1210  2.8792       NaN     NaN    2.1246  0.8501    1.8655  0.9848
 1900   1.4757  3.7867    0.1324  2.8824       NaN     NaN    2.1254  0.8503    1.8746  0.9887
 1910   1.4684  3.7935    0.1424  2.8847       NaN     NaN    2.1246  0.8496    1.8824  0.9915
 1920   1.4622  3.8000    0.1532  2.8875       NaN     NaN    2.1252  0.8499    1.8911  0.9951
 1930   1.4557  3.8069    0.1627  2.8901       NaN     NaN    2.1249  0.8500    1.8997  0.9987
 1940   1.4484  3.8142    0.1737  2.8935       NaN     NaN    2.1253  0.8504    1.9078  1.0015
 1950   1.4425  3.8208    0.1841  2.8964       NaN     NaN    2.1254  0.8499    1.9152  1.0047
 1960   1.4354  3.8281    0.1949  2.8986       NaN     NaN    2.1250  0.8503    1.9233  1.0079
 1970   1.4288  3.8345    0.2045  2.9020       NaN     NaN    2.1254  0.8499    1.9314  1.0108
 1980   1.4224  3.8413    0.2154  2.9041       NaN     NaN    2.1249  0.8502    1.9392  1.0136
 1990   1.4158  3.8482    0.2261  2.9074       NaN     NaN    2.1251  0.8504    1.9468  1.0172
 2000   1.4084  3.8553    0.2363  2.9098       NaN     NaN    2.1248  0.8502    1.9553  1.0196
 2010   1.4023  3.8620    0.2464  2.9128       NaN     NaN    2.1252  0.8500    1.9622  1.0230
 2020   1.3955  3.8687    0.2572  2.9146       NaN     NaN    2.1250  0.8495    1.9704  1.0254
 2030   1.3888  3.8766    0.2667  2.9177       NaN     NaN    2.1246  0.8497    1.9775  1.0288
 2040   1.3820  3.8833    0.2778  2.9207       NaN     NaN    2.1251  0.8503    1.9851  1.0308
 2050   1.3754  3.8902    0.2884  2.9231       NaN     NaN    2.1249  0.8495    1.9932  1.0335
 2060   1.3690  3.8970    0.2981  2.9258       NaN     NaN    2.1254  0.8504    2.0004  1.0366
 2070   1.3618  3.9040    0.3087  2.9278       NaN     NaN    2.1248  0.8504    2.0090  1.0392
 2080   1.3556  3.9112    0.3193  2.9303       NaN     NaN    2.1254  0.8504    2.0164  1.0412
 2090   1.3482  3.9180    0.3292  2.9332       NaN     NaN    2.1251  0.8499    2.0237  1.0432
 2100   1.3424  3.9252    0.3397  2.9356       NaN     NaN    2.1245  0.8502    2.0316  1.0459
 2110   1.3353  3.9319    0.3501  2.9376       NaN     NaN    2.1250  0.8497    2.0387  1.0476
 2120   1.3286  3.9398    0.3606  2.9403       NaN     NaN    2.1246  0.8503    2.0462  1.0499
 2130   1.3222  3.9471    0.3707  2.9430       NaN     NaN    2.1245  0.8499    2.0547  1.0518
 2140   1.3150  3.9544    0.3813  2.9447       NaN     NaN    2.1254  0.8498    2.0618  1.0541
 2150   1.3086  3.9615    0.3919  2.9473       NaN     NaN    2.1249  0.8503    2.0695  1.0557
 2160   1.3019  3.9685    0.4025  2.9491       NaN     NaN    2.1251  0.8500    2.0766  1.0579
 2170   1.2952  3.9756    0.4130  2.9517       NaN     NaN    2.1246  0.8503    2.0845  1.0596
 2180   1.2883  3.9825    0.4237  2.9537       NaN     NaN    2.1248  0.8501    2.0919  1.0615
 2190   1.2817  3.9901    0.4339  2.9555       NaN     NaN    2.1250  0.8499    2.1000  1.0630
 2200   1.2751  3.9973    0.4437  2.9582       NaN     NaN    2.1252  0.8502    2.1074  1.0651
