# Experimental sample (obstacle trajectories) - time in milliseconds, distance in meters
# (NaN measurements indicate the corresponding object is outside the working space)
#   t | obj1_x  obj1_y  | obj2_x  obj2_y  | obj3_x  obj3_y  | obj4_x  obj4_y  | obj5_x  obj5_y | robot_x robot_y
  150   1.4803  4.2039       NaN     NaN       NaN     NaN       NaN     NaN    2.1247  0.8503    0.9007  0.1024
  160   1.4773  4.2005       NaN     NaN       NaN     NaN       NaN     NaN    2.1247  0.8505    0.9041  0.1084
  170   1.4750  4.1978       NaN     NaN       NaN     NaN       NaN     NaN    2.1246  0.8505    0.9075  0.1160
  180   1.4717  4.1933       NaN     NaN       NaN     NaN       NaN     NaN    2.1253  0.8496    0.9113  0.1228
  190   1.4697  4.1896       NaN     NaN       NaN     NaN       NaN     NaN    2.1246  0.8498    0.9150  0.1292
  200   1.4672  4.1860       NaN     NaN       NaN     NaN       NaN     NaN    2.1252  0.8503    0.9175  0.1360
  210   1.4647  4.1826       NaN     NaN       NaN     NaN       NaN     NaN    2.1249  0.8504    0.9214  0.1429
  220   1.4625  4.1787       NaN     NaN       NaN     NaN       NaN     NaN    2.1253  0.8503    0.9249  0.1495
  230   1.4608  4.1746       NaN     NaN       NaN     NaN       NaN     NaN    2.1249  0.8500    0.9283  0.1565
  240   1.4586  4.1710       NaN     NaN       NaN     NaN       NaN     NaN    2.1249  0.8504    0.9317  0.1636
  250   1.4566  4.1666       NaN     NaN       NaN     NaN       NaN     NaN    2.1249  0.8496    0.9352  0.1705
  260   1.4552  4.1632       NaN     NaN       NaN     NaN       NaN     NaN    2.1246  0.8503    0.9382  0.1773
  270   1.4534  4.1590       NaN     NaN       NaN     NaN       NaN     NaN    2.1247  0.8505    0.9415  0.1837
  280   1.4516  4.1547       NaN     NaN       NaN     NaN       NaN     NaN    2.1251  0.8502    0.9450  0.1905
  290   1.4502  4.1511       NaN     NaN       NaN     NaN       NaN     NaN    2.1254  0.8495    0.9482  0.1972
  300   1.4478  4.1469       NaN     NaN       NaN     NaN       NaN     NaN    2.1249  0.8504    0.9519  0.2036
  310   1.4462  4.1424       NaN     NaN       NaN     NaN       NaN     NaN    2.1250  0.8502    0.9551  0.2110
  320   1.4449  4.1383       NaN     NaN       NaN     NaN       NaN     NaN    2.1245  0.8497    0.9585  0.2178
  330   1.4436  4.1334       NaN     NaN       NaN     NaN       NaN     NaN    2.1255  0.8498    0.9618  0.2240
  340   1.4429  4.1293       NaN     NaN       NaN     NaN       NaN     NaN    2.1246  0.8497    0.9660  0.2313
  350   1.4414  4.1239       NaN     NaN       NaN     NaN       NaN     NaN    2.1253  0.8501    0.9691  0.2376
  360   1.4407  4.1196       NaN     NaN       NaN     NaN       NaN     NaN    2.1251  0.8501    0.9723  0.2447
  370   1.4396  4.1154       NaN     NaN       NaN     NaN       NaN     NaN    2.1251  0.8499    0.9760  0.2512
  380   1.4384  4.1106       NaN     NaN       NaN     NaN       NaN     NaN    2.1250  0.8498    0.9793  0.2581
  390   1.4377  4.1057       NaN     NaN       NaN     NaN       NaN     NaN    2.1251  0.8496    0.9828  0.2652
  400   1.4375  4.1009       NaN     NaN       NaN     NaN       NaN     NaN    2.1254  0.8495    0.9857  0.2724
  410   1.4365  4.0961       NaN     NaN       NaN     NaN       NaN     NaN    2.1245  0.8499    0.9896  0.2789
  420   1.4363  4.0908       NaN     NaN       NaN     NaN       NaN     NaN    2.1248  0.8498    0.9931  0.2854
  430   1.4359  4.0862       NaN     NaN       NaN     NaN       NaN     NaN    2.1252  0.8501    0.9959  0.2922
  440   1.4353  4.0815       NaN     NaN       NaN     NaN       NaN     NaN    2.1246  0.8502    0.9997  0.2994
  450   1.4344  4.0765       NaN     NaN       NaN     NaN       NaN     NaN    2.1250  0.8497    1.0030  0.3064
  460   1.4347  4.0712       NaN     NaN       NaN     NaN       NaN     NaN    2.1248  0.8501    1.0063  0.3132
  470   1.4344  4.0658       NaN     NaN       NaN     NaN       NaN     NaN    2.1253  0.8496    1.0099  0.3191
  480   1.4345  4.0606       NaN     NaN       NaN     NaN       NaN     NaN    2.1254  0.8499    1.0135  0.3261
  490   1.4340  4.0554       NaN     NaN       NaN     NaN       NaN     NaN    2.1247  0.8499    1.0170  0.3331
  500   1.4349  4.0506       NaN     NaN       NaN     NaN       NaN     NaN    2.1253  0.8501    1.0202  0.3396
  510   1.4347  4.0451       NaN     NaN       NaN     NaN       NaN     NaN    2.1245  0.8499    1.0233  0.3470
  520   1.4349  4.0393       NaN     NaN       NaN     NaN       NaN     NaN    2.1254  0.8498    1.0266  0.3538
  530   1.4348  4.0342       NaN     NaN       NaN     NaN       NaN     NaN    2.1246  0.8500    1.0304  0.3607
  540   1.4357  4.0286       NaN     NaN       NaN     NaN       NaN     NaN    2.1247  0.8504    1.0334  0.3675
  550   1.4360  4.0226       NaN     NaN       NaN     NaN       NaN     NaN    2.1254  0.8501    1.0373  0.3741
  560   1.4367  4.0169       NaN     NaN       NaN     NaN       NaN     NaN    2.1252  0.8498    1.0403  0.3812
  570   1.4371  4.0109       NaN     NaN       NaN     NaN       NaN     NaN    2.1245  0.8502    1.0436  0.3880
  580   1.4378  4.0060       NaN     NaN       NaN     NaN       NaN     NaN    2.1248  0.8503    1.0473  0.3941
  590   1.4385  4.0001       NaN     NaN       NaN     NaN       NaN     NaN    2.1248  0.8505    1.0505  0.4009
  600   1.4399  3.9939       NaN     NaN       NaN     NaN       NaN     NaN    2.1247  0.8500    1.0537  0.4081
  610   1.4407  3.9882       NaN     NaN       NaN     NaN       NaN     NaN    2.1251  0.8499    1.0577  0.4152
  620   1.4420  3.9817       NaN     NaN       NaN     NaN       NaN     NaN    2.1246  0.8501    1.0612  0.4216
  630   1.4432  3.9759       NaN     NaN       NaN     NaN       NaN     NaN    2.1252  0.8503    1.0640  0.4288
  640   1.4445  3.9703       NaN     NaN       NaN     NaN       NaN     NaN    2.1249  0.8495    1.0678  0.4351
  650   1.4453  3.9636       NaN     NaN       NaN     NaN       NaN     NaN    2.1248  0.8500    1.0711  0.4421
  660   1.4471  3.9576       NaN     NaN       NaN     NaN       NaN     NaN    2.1253  0.8500    1.0743  0.4486
  670   1.4486  3.9509       NaN     NaN       NaN     NaN       NaN     NaN    2.1249  0.8500    1.0773  0.4551
  680   1.4497  3.9451       NaN     NaN       NaN     NaN       NaN     NaN    2.1247  0.8502    1.0810  0.4625
  690   1.4517  3.9386       NaN     NaN       NaN     NaN       NaN     NaN    2.1248  0.8498    1.0845  0.4688
  700   1.4532  3.9321       NaN     NaN       NaN     NaN       NaN     NaN    2.1250  0.8504    1.0880  0.4758
  710   1.4550  3.9259       NaN     NaN       NaN     NaN       NaN     NaN    2.1254  0.8501    1.0914  0.4831
  720   1.4571  3.9194       NaN     NaN       NaN     NaN       NaN     NaN    2.1246  0.8504    1.0951  0.4898
  730   1.4587  3.9127       NaN     NaN       NaN     NaN       NaN     NaN    2.1245  0.8497    1.0981  0.4963
  740   1.4612  3.9058       NaN     NaN       NaN     NaN       NaN     NaN    2.1246  0.8505    1.1012  0.5030
  750   1.4631  3.8988       NaN     NaN       NaN     NaN       NaN     NaN    2.1253  0.8505    1.1045  0.5097
  760   1.4654  3.8928       NaN     NaN       NaN     NaN       NaN     NaN    2.1246  0.8498    1.1088  0.5171
  770   1.4679  3.8860       NaN     NaN       NaN     NaN       NaN     NaN    2.1249  0.8503    1.1116  0.5232
  780   1.4701  3.8789       NaN     NaN       NaN     NaN       NaN     NaN    2.1253  0.8502    1.1155  0.5299
  790   1.4722  3.8721       NaN     NaN       NaN     NaN       NaN     NaN    2.1250  0.8497    1.1182  0.5372
  800   1.4755  3.8650       NaN     NaN       NaN     NaN       NaN     NaN    2.1254  0.8502    1.1222  0.5437
  810   1.4778  3.8577       NaN     NaN       NaN     NaN       NaN     NaN    2.1248  0.8504    1.1255  0.5505
  820   1.4806  3.8505       NaN     NaN       NaN     NaN       NaN     NaN    2.1251  0.8504    1.1291  0.5575
  830   1.4832  3.8433       NaN     NaN       NaN     NaN       NaN     NaN    2.1253  0.8497    1.1324  0.5643
  840   1.4861  3.8361       NaN     NaN       NaN     NaN       NaN     NaN    2.1254  0.8498    1.1353  0.5716
  850   1.4889  3.8291       NaN     NaN       NaN     NaN       NaN     NaN    2.1250  0.8501    1.1392  0.5782
  860   1.4923  3.8216       NaN     NaN       NaN     NaN       NaN     NaN    2.1249  0.8496    1.1427  0.5844
  870   1.4957  3.8142       NaN     NaN       NaN     NaN       NaN     NaN    2.1254  0.8503    1.1459  0.5912
  880   1.4984  3.8068       NaN     NaN       NaN     NaN       NaN     NaN    2.1249  0.8499    1.1494  0.5987
  890   1.5018  3.7995       NaN     NaN       NaN     NaN       NaN     NaN    2.1248  0.8496    1.1529  0.6055
  900   1.5053  3.7925       NaN     NaN       NaN     NaN       NaN     NaN    2.1249  0.8503    1.1556  0.6116
  910   1.5090  3.7849       NaN     NaN       NaN     NaN       NaN     NaN    2.1247  0.8496    1.1593  0.6186
  920   1.5124  3.7767       NaN     NaN       NaN     NaN       NaN     NaN    2.1246  0.8499    1.1626  0.6254
  930   1.5157  3.7698       NaN     NaN       NaN     NaN       NaN     NaN    2.1249  0.8504    1.1664  0.6324
  940   1.5192  3.7621       NaN     NaN       NaN     NaN       NaN     NaN    2.1247  0.8496    1.1699  0.6393
  950   1.5232  3.7536       NaN     NaN       NaN     NaN       NaN     NaN    2.1245  0.8499    1.1726  0.6460
  960   1.5272  3.7460       NaN     NaN       NaN     NaN       NaN     NaN    2.1249  0.8495    1.1769  0.6523
  970   1.5313  3.7386    1.1891  4.2467       NaN     NaN       NaN     NaN    2.1253  0.8495    1.1801  0.6594
  980   1.5345  3.7298    1.1833  4.2301       NaN     NaN       NaN     NaN    2.1247  0.8496    1.1837  0.6669
  990   1.5390  3.7219    1.1782  4.2145       NaN     NaN       NaN     NaN    2.1254  0.8499    1.1865  0.6734
 1000   1.5436  3.7139    1.1740  4.1992       NaN     NaN       NaN     NaN    2.1254  0.8504    1.1904  0.6805
 1010   1.5480  3.7058    1.1688  4.1833       NaN     NaN       NaN     NaN    2.1245  0.8495    1.1938  0.6866
 1020   1.5518  3.6981    1.1642  4.1678       NaN     NaN       NaN     NaN    2.1253  0.8501    1.1963  0.6934
 1030   1.5566  3.6899    1.1601  4.1527       NaN     NaN       NaN     NaN    2.1248  0.8501    1.2003  0.7003
 1040   1.5606  3.6814    1.1550  4.1376       NaN     NaN       NaN     NaN    2.1251  0.8499    1.2033  0.7073
 1050   1.5657  3.6733    1.1511  4.1224       NaN     NaN       NaN     NaN    2.1250  0.8502    1.2073  0.7143
 1060   1.5707  3.6648    1.1468  4.1075       NaN     NaN       NaN     NaN    2.1250  0.8504    1.2104  0.7209
 1070   1.5753  3.6571    1.1429  4.0920       NaN     NaN       NaN     NaN    2.1248  0.8501    1.2135  0.7282
 1080   1.5802  3.6488    1.1388  4.0782       NaN     NaN       NaN     NaN    2.1253  0.8496    1.2175  0.7350
 1090   1.5847  3.6399    1.1347  4.0637       NaN     NaN       NaN     NaN    2.1245  0.8501    1.2205  0.7419
 1100   1.5903  3.6317    1.1314  4.0493       NaN     NaN       NaN     NaN    2.1253  0.8505    1.2244  0.7487
 1110   1.5949  3.6240    1.1274  4.0345       NaN     NaN       NaN     NaN    2.1246  0.8500    1.2277  0.7553
 1120   1.6001  3.6154    1.1243  4.0203       NaN     NaN       NaN     NaN    2.1253  0.8497    1.2310  0.7625
 1130   1.6057  3.6068    1.1207  4.0064       NaN     NaN       NaN     NaN    2.1250  0.8504    1.2342  0.7698
 1140   1.6107  3.5976    1.1177  3.9928       NaN     NaN       NaN     NaN    2.1246  0.8498    1.2373  0.7770
 1150   1.6163  3.5892    1.1139  3.9783       NaN     NaN       NaN     NaN    2.1251  0.8499    1.2413  0.7840
 1160   1.6222  3.5808    1.1109  3.9650       NaN     NaN       NaN     NaN    2.1246  0.8500    1.2448  0.7908
 1170   1.6273  3.5722    1.1083  3.9515       NaN     NaN       NaN     NaN    2.1251  0.8496    1.2483  0.7976
 1180   1.6329  3.5632    1.1058  3.9380       NaN     NaN       NaN     NaN    2.1253  0.8500    1.2515  0.8046
 1190   1.6388  3.5552    1.1029  3.9253       NaN     NaN       NaN     NaN    2.1250  0.8500    1.2547  0.8118
 1200   1.6442  3.5458    1.1004  3.9115       NaN     NaN       NaN     NaN    2.1245  0.8498    1.2582  0.8189
 1210   1.6500  3.5377    1.0987  3.8994       NaN     NaN       NaN     NaN    2.1252  0.8496    1.2619  0.8259
 1220   1.6562  3.5286    1.0964  3.8859       NaN     NaN       NaN     NaN    2.1248  0.8504    1.2649  0.8333
 1230   1.6619  3.5194    1.0938  3.8731       NaN     NaN       NaN     NaN    2.1245  0.8495    1.2685  0.8400
 1240   1.6676  3.5110    1.0915  3.8610       NaN     NaN       NaN     NaN    2.1247  0.8500    1.2715  0.8472
 1250   1.6741  3.5022    1.0900  3.8480       NaN     NaN       NaN     NaN    2.1247  0.8497    1.2745  0.8536
 1260   1.6802  3.4929    1.0878  3.8357       NaN     NaN       NaN     NaN    2.1245  0.8498    1.2783  0.8612
 1270   1.6864  3.4841    1.0865  3.8240       NaN     NaN       NaN     NaN    2.1254  0.8498    1.2818  0.8681
 1280   1.6925  3.4744    1.0847  3.8122       NaN     NaN       NaN     NaN    2.1250  0.8502    1.2855  0.8748
 1290   1.6989  3.4658    1.0836  3.8004       NaN     NaN       NaN     NaN    2.1252  0.8497    1.2889  0.8824
 1300   1.7056  3.4572    1.0829  3.7878       NaN     NaN       NaN     NaN    2.1254  0.8499    1.2921  0.8894
 1310   1.7120  3.4482    1.0813  3.7761       NaN     NaN       NaN     NaN    2.1252  0.8496    1.2952  0.8960
 1320   1.7184  3.4383    1.0808  3.7646       NaN     NaN       NaN     NaN    2.1254  0.8497    1.2988  0.9031
 1330   1.7244  3.4295    1.0792  3.7531       NaN     NaN       NaN     NaN    2.1249  0.8498    1.3019  0.9105
 1340   1.7315  3.4201    1.0784  3.7420       NaN     NaN       NaN     NaN    2.1254  0.8495    1.3053  0.9173
 1350   1.7376  3.4114    1.0781  3.7310       NaN     NaN       NaN     NaN    2.1252  0.8496    1.3094  0.9252
 1360   1.7445  3.4018    1.0778  3.7199       NaN     NaN       NaN     NaN    2.1251  0.8497    1.3126  0.9317
 1370   1.7510  3.3929    1.0776  3.7096       NaN     NaN       NaN     NaN    2.1252  0.8501    1.3162  0.9386
 1380   1.7583  3.3836    1.0773  3.6989       NaN     NaN       NaN     NaN    2.1247  0.8505    1.3192  0.9460
 1390   1.7651  3.3743    1.0771  3.6878       NaN     NaN       NaN     NaN    2.1248  0.8500    1.3225  0.9532
 1400   1.7717  3.3645    1.0769  3.6773       NaN     NaN       NaN     NaN    2.1245  0.8504    1.3257  0.9603
 1410   1.7783  3.3550    1.0766  3.6669       NaN     NaN       NaN     NaN    2.1253  0.8497    1.3291  0.9670
 1420   1.7856  3.3457    1.0774  3.6568       NaN     NaN       NaN     NaN    2.1248  0.8499    1.3327  0.9746
 1430   1.7922  3.3370    1.0771  3.6464       NaN     NaN       NaN     NaN    2.1250  0.8501    1.3357  0.9816
 1440   1.7991  3.3276    1.0779  3.6362       NaN     NaN       NaN     NaN    2.1247  0.8501    1.3398  0.9887
 1450   1.8063  3.3181    1.0782  3.6269       NaN     NaN       NaN     NaN    2.1249  0.8503    1.3432  0.9957
 1460   1.8140  3.3085    1.0788  3.6176       NaN     NaN       NaN     NaN    2.1251  0.8496    1.3466  1.0029
 1470   1.8203  3.2991    1.0801  3.6075       NaN     NaN       NaN     NaN    2.1252  0.8500    1.3498  1.0096
 1480   1.8281  3.2894    1.0813  3.5977       NaN     NaN       NaN     NaN    2.1251  0.8500    1.3533  1.0161
 1490   1.8348  3.2802    1.0815  3.5888       NaN     NaN       NaN     NaN    2.1252  0.8503    1.3569  1.0232
 1500   1.8419  3.2709    1.0826  3.5798       NaN     NaN       NaN     NaN    2.1251  0.8499    1.3601  1.0307
 1510   1.8498  3.2611    1.0842  3.5706       NaN     NaN       NaN     NaN    2.1247  0.8501    1.3639  1.0381
 1520   1.8570  3.2513    1.0861  3.5615       NaN     NaN       NaN     NaN    2.1254  0.8501    1.3671  1.0442
 1530   1.8644  3.2418    1.0873  3.5526       NaN     NaN       NaN     NaN    2.1250  0.8505    1.3701  1.0520
 1540   1.8709  3.2322    1.0886  3.5442       NaN     NaN       NaN     NaN    2.1248  0.8503    1.3738  1.0589
 1550   1.8784  3.2228    1.0910  3.5357       NaN     NaN       NaN     NaN    2.1249  0.8502    1.3770  1.0660
 1560   1.8859  3.2133    1.0924  3.5270       NaN     NaN       NaN     NaN    2.1251  0.8503    1.3806  1.0724
 1570   1.8929  3.2034    1.0951  3.5187       NaN     NaN       NaN     NaN    2.1251  0.8497    1.3836  1.0796
 1580   1.9010  3.1930    1.0965  3.5105       NaN     NaN       NaN     NaN    2.1246  0.8502    1.3875  1.0861
 1590   1.9080  3.1833    1.0993  3.5026       NaN     NaN       NaN     NaN    2.1255  0.8502    1.3905  1.0930
 1600   1.9157  3.1743    1.1013  3.4950       NaN     NaN       NaN     NaN    2.1249  0.8500    1.3944  1.1004
 1610   1.9232  3.1647    1.1044  3.4872       NaN     NaN       NaN     NaN    2.1253  0.8503    1.3975  1.1073
 1620   1.9305  3.1543    1.1068  3.4796       NaN     NaN       NaN     NaN    2.1252  0.8498    1.4006  1.1135
 1630   1.9381  3.1443    1.1092  3.4723       NaN     NaN       NaN     NaN    2.1246  0.8499    1.4038  1.1208
 1640   1.9459  3.1345    1.1119  3.4641       NaN     NaN       NaN     NaN    2.1246  0.8503    1.4077  1.1278
 1650   1.9535  3.1249    1.1142  3.4566       NaN     NaN       NaN     NaN    2.1250  0.8500    1.4109  1.1345
 1660   1.9608  3.1149    1.1172  3.4495       NaN     NaN       NaN     NaN    2.1253  0.8503    1.4144  1.1414
 1670   1.9682  3.1058    1.1195  3.4422       NaN     NaN       NaN     NaN    2.1248  0.8503    1.4178  1.1477
 1680   1.9756  3.0953    1.1221  3.4352       NaN     NaN       NaN     NaN    2.1248  0.8504    1.4210  1.1554
 1690   1.9834  3.0860    1.1244  3.4279       NaN     NaN       NaN     NaN    2.1253  0.8498    1.4248  1.1618
 1700   1.9915  3.0763    1.1267  3.4206       NaN     NaN       NaN     NaN    2.1248  0.8502    1.4276  1.1686
 1710   1.9987  3.0660    1.1289  3.4134       NaN     NaN       NaN     NaN    2.1248  0.8498    1.4319  1.1751
 1720   2.0066  3.0559    1.1317  3.4058       NaN     NaN       NaN     NaN    2.1245  0.8495    1.4349  1.1823
 1730   2.0136  3.0461    1.1340  3.3985       NaN     NaN       NaN     NaN    2.1253  0.8503    1.4383  1.1883
 1740   2.0218  3.0369    1.1368  3.3923       NaN     NaN       NaN     NaN    2.1245  0.8496    1.4417  1.1953
 1750   2.0291  3.0265    1.1388  3.3846       NaN     NaN       NaN     NaN    2.1251  0.8498    1.4451  1.2019
 1760   2.0368  3.0167    1.1414  3.3777       NaN     NaN       NaN     NaN    2.1249  0.8497    1.4488  1.2088
 1770   2.0438  3.0072    1.1435  3.3708       NaN     NaN       NaN     NaN    2.1254  0.8497    1.4521  1.2152
 1780   2.0517  2.9973    1.1457  3.3641       NaN     NaN       NaN     NaN    2.1249  0.8502    1.4553  1.2214
 1790   2.0598  2.9871    1.1480  3.3573       NaN     NaN       NaN     NaN    2.1248  0.8502    1.4585  1.2282
 1800   2.0670  2.9774    1.1509  3.3505       NaN     NaN       NaN     NaN    2.1245  0.8502    1.4617  1.2350
 1810   2.0746  2.9673    1.1532  3.3445       NaN     NaN       NaN     NaN    2.1248  0.8503    1.4654  1.2418
 1820   2.0825  2.9572    1.1558  3.3375       NaN     NaN       NaN     NaN    2.1247  0.8504    1.4686  1.2475
 1830   2.0898  2.9466    1.1584  3.3310       NaN     NaN       NaN     NaN    2.1254  0.8496    1.4724  1.2540
 1840   2.0977  2.9367    1.1606  3.3243       NaN     NaN       NaN     NaN    2.1252  0.8497    1.4758  1.2610
 1850   2.1053  2.9269    1.1632  3.3186       NaN     NaN       NaN     NaN    2.1246  0.8497    1.4787  1.2676
 1860   2.1123  2.9170    1.1653  3.3122       NaN     NaN       NaN     NaN    2.1246  0.8501    1.4826  1.2737
 1870   2.1200  2.9072    1.1687  3.3058       NaN     NaN       NaN     NaN    2.1247  0.8501    1.4858  1.2799
 1880   2.1272  2.8970    1.1707  3.2990       NaN     NaN       NaN     NaN    2.1250  0.8498    1.4888  1.2867
 1890   2.1346  2.8866    1.1735  3.2935       NaN     NaN       NaN     NaN    2.1253  0.8498    1.4930  1.2928
 1900   2.1427  2.8773    1.1762  3.2867       NaN     NaN       NaN     NaN    2.1248  0.8500    1.4957  1.2994
 1910   2.1502  2.8669    1.1794  3.2806       NaN     NaN       NaN     NaN    2.1245  0.8502    1.4993  1.3047
 1920   2.1577  2.8569    1.1821  3.2746       NaN     NaN       NaN     NaN    2.1246  0.8498    1.5028  1.3109
 1930   2.1652  2.8472    1.1851  3.2683       NaN     NaN       NaN     NaN    2.1251  0.8497    1.5058  1.3174
 1940   2.1724  2.8371    1.1880  3.2630       NaN     NaN       NaN     NaN    2.1249  0.8498    1.5094  1.3234
 1950   2.1799  2.8270    1.1902  3.2567       NaN     NaN       NaN     NaN    2.1249  0.8502    1.5129  1.3300
 1960   2.1869  2.8174    1.1933  3.2516       NaN     NaN       NaN     NaN    2.1249  0.8501    1.5163  1.3363
 1970   2.1940  2.8074    1.1970  3.2451       NaN     NaN       NaN     NaN    2.1249  0.8499    1.5200  1.3423
 1980   2.2021  2.7968    1.1998  3.2401       NaN     NaN       NaN     NaN    2.1249  0.8497    1.5234  1.3480
 1990   2.2092  2.7868    1.2026  3.2342       NaN     NaN       NaN     NaN    2.1249  0.8499    1.5264  1.3540
 2000   2.2167  2.7769    1.2064  3.2284       NaN     NaN       NaN     NaN    2.1254  0.8503    1.5304  1.3601
 2010   2.2236  2.7668    1.2091  3.2230       NaN     NaN       NaN     NaN    2.1245  0.8498    1.5329  1.3657
 2020   2.2304  2.7573    1.2132  3.2173       NaN     NaN       NaN     NaN    2.1254  0.8497    1.5366  1.3715
 2030   2.2381  2.7465    1.2160  3.2119       NaN     NaN       NaN     NaN    2.1252  0.8498    1.5399  1.3776
 2040   2.2450  2.7367    1.2199  3.2065       NaN     NaN       NaN     NaN    2.1247  0.8497    1.5433  1.3832
 2050   2.2526  2.7268    1.2239  3.2015       NaN     NaN       NaN     NaN    2.1253  0.8501    1.5460  1.3893
 2060   2.2589  2.7173    1.2270  3.1964       NaN     NaN       NaN     NaN    2.1252  0.8503    1.5493  1.3948
 2070   2.2667  2.7068    1.2315  3.1918       NaN     NaN       NaN     NaN    2.1252  0.8503    1.5530  1.4006
 2080   2.2734  2.6970    1.2357  3.1862       NaN     NaN       NaN     NaN    2.1247  0.8503    1.5552  1.4064
 2090   2.2801  2.6868    1.2390  3.1814       NaN     NaN       NaN     NaN    2.1247  0.8499    1.5586  1.4127
 2100   2.2870  2.6764    1.2429  3.1768       NaN     NaN       NaN     NaN    2.1253  0.8497    1.5620  1.4175
 2110   2.2936  2.6671    1.2481  3.1712       NaN     NaN       NaN     NaN    2.1255  0.8501    1.5649  1.4231
 2120   2.3004  2.6572    1.2522  3.1665       NaN     NaN       NaN     NaN    2.1247  0.8498    1.5672  1.4289
 2130   2.3073  2.6469    1.2562  3.1614       NaN     NaN       NaN     NaN    2.1245  0.8496    1.5705  1.4351
 2140   2.3140  2.6370    1.2608  3.1569       NaN     NaN       NaN     NaN    2.1248  0.8496    1.5733  1.4402
 2150   2.3208  2.6265    1.2658  3.1525       NaN     NaN       NaN     NaN    2.1254  0.8503    1.5761  1.4461
 2160   2.3273  2.6175    1.2707  3.1482       NaN     NaN       NaN     NaN    2.1245  0.8502    1.5789  1.4508
 2170   2.3346  2.6069    1.2757  3.1435       NaN     NaN       NaN     NaN    2.1247  0.8496    1.5813  1.4569
 2180   2.3404  2.5974    1.2804  3.1393       NaN     NaN       NaN     NaN    2.1254  0.8505    1.5848  1.4622
 2190   2.3478  2.5868    1.2857  3.1347       NaN     NaN       NaN     NaN    2.1247  0.8502    1.5869  1.4677
 2200   2.3538  2.5772    1.2912  3.1301       NaN     NaN       NaN     NaN    2.1255  0.8499    1.5900  1.4727
 2210   2.3603  2.5671    1.2965  3.1261       NaN     NaN       NaN     NaN    2.1251  0.8502    1.5920  1.4784
 2220   2.3663  2.5574    1.3014  3.1221       NaN     NaN       NaN     NaN    2.1254  0.8499    1.5956  1.4835
 2230   2.3725  2.5480    1.3077  3.1176       NaN     NaN       NaN     NaN    2.1250  0.8503    1.5980  1.4886
 2240   2.3796  2.5373    1.3136  3.1141       NaN     NaN       NaN     NaN    2.1254  0.8500    1.6007  1.4937
 2250   2.3855  2.5279    1.3191  3.1102       NaN     NaN       NaN     NaN    2.1254  0.8500    1.6028  1.4993
 2260   2.3916  2.5182    1.3250  3.1063       NaN     NaN       NaN     NaN    2.1246  0.8498    1.6058  1.5045
 2270   2.3978  2.5085    1.3315  3.1016       NaN     NaN       NaN     NaN    2.1251  0.8499    1.6087  1.5102
 2280   2.4037  2.4986    1.3384  3.0985       NaN     NaN       NaN     NaN    2.1251  0.8504    1.6107  1.5147
 2290   2.4095  2.4881    1.3445  3.0948       NaN     NaN       NaN     NaN    2.1251  0.8501    1.6137  1.5200
 2300   2.4156  2.4788    1.3509  3.0905       NaN     NaN       NaN     NaN    2.1245  0.8497    1.6156  1.5251
 2310   2.4214  2.4683    1.3578  3.0870       NaN     NaN       NaN     NaN    2.1248  0.8503    1.6185  1.5305
 2320   2.4266  2.4592    1.3655  3.0838       NaN     NaN       NaN     NaN    2.1254  0.8504    1.6208  1.5358
